step,reward,novelty,path_novelty,visual_novelty,coverage_bonus,loop_penalty,blocked_open_bonus,distance_reward,pose_x,pose_y
22,1.6611348385476996,0.11002182960510254,0.11002182960510254,0.0609278678894043,0.6205359891748018,0.0,0.0,0.6824465736000093,0.8610570756728504,-1.0676698654473957
23,-0.2583118797483856,0.15068531036376953,0.15068531036376953,0.12651756405830383,0.0,0.0,0.0,0.0,0.8610570756728504,-1.0676698654473957
24,-0.7768982226951977,0.15486955642700195,0.15486955642700195,0.09343922138214111,0.0,0.75,0.0,0.0,0.8610570756728504,-1.0676698654473957
25,-0.7078748954884921,0.08750081062316895,0.08750081062316895,0.02862699329853058,0.0,0.670356163333357,0.0,0.10221369800001412,0.8426309441036975,-1.023578955565311
26,-0.25918152375780584,0.10902643203735352,0.10902643203735352,0.09427033364772797,0.0,0.0,0.0,0.0,0.8426309441036975,-1.023578955565311
27,1.175721869729438,0.15154361724853516,0.15154361724853516,0.14760978519916534,0.03541692013136171,0.0,0.0,0.7395981099999972,1.5788073538041838,-1.0946399020554174
28,-0.25744685593172084,0.12547612190246582,0.12547612190246582,0.041875988245010376,0.0,0.0,0.0,0.0,1.5788073538041838,-1.0946399020554174
29,-1.0270352660806796,0.1519930362701416,0.1519930362701416,0.05926638841629028,0.0,0.75,0.0,0.0,1.5788073538041838,-1.0946399020554174
30,0.7278014910361403,0.09632587432861328,0.09632587432861328,0.02553611993789673,0.0,0.12257177460080126,0.0,0.5173794232000091,1.1496289349591786,-0.8056981218496545
31,0.006518750233466153,0.05777239799499512,0.05777239799499512,0.022538751363754272,0.0,0.4462236640000205,0.0,0.18226580159998776,1.004815098084506,-0.6950194198220204
32,-0.8617420621104229,0.06299495697021484,0.06299495697021484,0.028449296951293945,0.0,0.4999999999999999,0.0,0.0,1.1432523237360521,-0.6372687959820744
33,-0.2744918100506481,0.08203864097595215,0.08203864097595215,0.03880821168422699,0.0,0.0,0.0,0.0,1.2379049238181672,-0.7536341056653953
34,1.5021096746189797,0.07743358612060547,0.07743358612060547,0.04267469048500061,0.0,0.0,0.0,1.2,1.4261255022996173,0.4384137344808169
35,5.831549521423566,0.0754857063293457,0.0754857063293457,0.0013757497072219849,1.8633960301721895,0.0,2.5,1.169525879599996,2.4205306489667464,1.0540022231126875
36,-0.9135888139638817,0.042018890380859375,0.042018890380859375,0.009123235940933228,0.0,0.5,0.0,0.0,2.318591214897368,0.9439642670174617
37,-0.8199206588268041,0.04457831382751465,0.04457831382751465,0.005894526839256287,0.0,0.7400692333333153,0.0,0.15595846000001073,2.322577522292468,0.9483928784164785
38,3.4208942372907623,0.0785374641418457,0.0785374641418457,0.062171369791030884,2.4006593550757582,0.0,0.0,1.2,3.3844504337711987,0.8606878576219898
39,4.482662222620226,0.04891395568847656,0.04891395568847656,0.011517107486724854,3.04161692762844,0.0,0.0,1.2,4.5860154093506145,0.7841601361797285
40,-1.01184352408052,0.033495426177978516,0.033495426177978516,0.01209937036037445,0.0,0.75,0.0,0.0,4.5860154093506145,0.7841601361797285
41,-0.33279939481454673,0.040416717529296875,0.040416717529296875,0.012722611427307129,0.0,0.0,0.0,0.0,4.4788625123887735,0.6791922521737858
42,-0.5592065197734588,0.07855445146560669,0.054334402084350586,0.07855445146560669,0.0,0.6312016126666242,0.0,0.07127903240002524,4.540382966867907,0.7151913374477865
43,4.353737838263388,0.060819387435913086,0.060819387435913086,0.01653432846069336,1.357094098364989,0.0,2.145625,0.5989542196000002,5.125046500421821,0.5851347739498336
44,-0.2680748695800105,0.07077217102050781,0.07077217102050781,0.023861229419708252,0.0,0.0,0.0,0.0,5.125046500421821,0.5851347739498336
45,-0.9352957983935858,0.05695343017578125,0.05695343017578125,0.018836557865142822,0.0,0.75,0.0,0.0,5.125046500421821,0.5851347739498336
46,-0.275238666587224,0.05042910575866699,0.05042910575866699,0.02451762557029724,0.0,0.0,0.0,0.0,5.125046500421821,0.5851347739498336
47,1.5525227418369565,0.06607413291931152,0.06607413291931152,0.041241198778152466,0.0497886185050426,0.5293340800000501,1.6197916666666667,0.13239955199996983,5.147184121257659,0.45459908107803176
48,0.6508100544402222,0.030570030212402344,0.030570030212402344,0.009303539991378784,0.7129328886153685,0.2652896913333128,0.0,0.4408261852000123,5.428255025104172,0.37990626342535416
49,-0.3293089287452057,0.05440473556518555,0.05440473556518555,0.015447661280632019,0.0,0.0,0.0,0.0,5.321426719728915,0.2746080527537052
50,0.07692602812980132,0.15691593289375305,0.08105874061584473,0.15691593289375305,0.0,0.5440374235876786,0.0,0.19515240959999572,5.342251331280433,0.4686461895372068
51,-0.2602260097895083,0.14567077159881592,0.14407873153686523,0.14567077159881592,0.0,0.0,0.0,0.0,5.342251331280433,0.4686461895372068
52,-0.932396109989874,0.05849003791809082,0.05849003791809082,0.017795711755752563,0.0,0.75,0.0,0.0,5.342251331280433,0.4686461895372068
53,-0.26372863890532466,0.1336023211479187,0.10184049606323242,0.1336023211479187,0.0,0.0,0.0,0.0,5.342251331280433,0.4686461895372068
54,-0.07299779814480656,0.053697824478149414,0.053697824478149414,0.01691579818725586,0.0,0.6344284209878388,0.0,0.30335245759997637,5.098470140710341,0.6491827361314453
55,1.8769295634415164,0.09846203029155731,0.09693145751953125,0.09846203029155731,0.0,0.2773306278070994,1.8229166666666665,0.45962806359998465,4.7946377520876515,0.5895554152750871
56,-0.2686327303833775,0.12520551681518555,0.12520551681518555,0.1040525734424591,0.0,0.0,0.0,0.0,4.7946377520876515,0.5895554152750871
57,-0.2558515830669832,0.15001773834228516,0.15001773834228516,0.10414160788059235,0.0,0.0,0.0,0.0,4.7946377520876515,0.5895554152750871
58,-0.046604279563355555,0.10918378829956055,0.10918378829956055,0.0449642539024353,0.0,0.5279120933333463,0.0,0.13325274399999215,4.773516235628093,0.4579872757960475
59,-0.26496899311006145,0.060263872146606445,0.060263872146606445,0.023270398378372192,0.0,0.0,0.0,0.0,4.773516235628093,0.4579872757960475
60,-0.022398926075117842,0.07571220397949219,0.07571220397949219,0.06352663040161133,0.0,0.4792702219999684,0.0,0.16243786680001904,4.680981427394501,0.32448308172068097
61,-0.2631742629072201,0.08749842643737793,0.08749842643737793,0.06732046604156494,0.0,0.0,0.0,0.0,4.680981427394501,0.32448308172068097
62,-0.921298796453807,0.06666898727416992,0.06666898727416992,0.04101879894733429,0.0,0.75,0.0,0.0,4.680981427394501,0.32448308172068097
63,-0.3097239907506922,0.03592491149902344,0.03592491149902344,0.028700754046440125,0.0,0.0,0.0,0.0,4.680123745913,0.47448062964222626
64,-0.04151263458134513,0.07127761840820312,0.07127761840820312,0.0464804470539093,0.0,0.5261176337787401,0.0,0.19756430759998692,4.546720045129159,0.32875791948818855
65,-0.279008419746113,0.03853917121887207,0.03853917121887207,0.02186298370361328,0.0,0.0,0.0,0.0,4.546720045129159,0.32875791948818855
66,-0.9055012222976264,0.058236122131347656,0.058236122131347656,0.04225336015224457,0.0,0.7322134446666646,0.0,0.010671933200001147,4.540696684613536,0.3199483061979171
67,-0.27994930428595377,0.05632638931274414,0.05632638931274414,0.04252232611179352,0.0,0.0,0.0,0.0,4.540696684613536,0.3199483061979171
68,-0.8477216994460959,0.11194229125976562,0.11194229125976562,0.06985142827033997,0.0,0.75,0.0,0.0,4.540696684613536,0.3199483061979171
69,-0.4331548339541544,0.10364294052124023,0.10364294052124023,0.03496110439300537,0.0,0.0,0.0,0.0,4.648825525372764,0.4239105772199826
70,1.713990829237705,0.04299283027648926,0.04299283027648926,0.019439682364463806,0.0,0.33822556138663157,1.4754166666666666,0.34945238080003943,4.810695761438315,0.11420911916255161
71,-0.27138860610469023,0.04485607147216797,0.04485607147216797,0.013716146349906921,0.0,0.0,0.0,0.0,4.810695761438315,0.11420911916255161
72,-0.96146522986834,0.04140019416809082,0.04140019416809082,0.012771785259246826,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
73,-0.2715003904510783,0.044999122619628906,0.044999122619628906,0.011382624506950378,0.0,0.0,0.0,0.0,4.810695761438315,0.11420911916255161
74,-0.9312802351704171,0.06029248237609863,0.06029248237609863,0.025647133588790894,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
75,-0.9565284464570739,0.0586390495300293,0.0586390495300293,0.019050762057304382,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
76,-0.26482723851578366,0.05885481834411621,0.05885481834411621,0.011055171489715576,0.0,0.0,0.0,0.0,4.810695761438315,0.11420911916255161
77,-0.9093564263976399,0.0738823413848877,0.0738823413848877,0.020762160420417786,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
78,-0.2643787476025578,0.06081581115722656,0.06081581115722656,0.012101605534553528,0.0,0.0,0.0,0.0,4.810695761438315,0.11420911916255161
79,-0.911426244896686,0.07270574569702148,0.07270574569702148,0.01990683376789093,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
80,-0.2707073755556945,0.05750417709350586,0.05750417709350586,0.009836629033088684,0.0,0.0,0.0,0.0,4.810695761438315,0.11420911916255161
81,-0.9353715704549476,0.05820512771606445,0.05820512771606445,0.01655593514442444,0.0,0.75,0.0,0.0,4.810695761438315,0.11420911916255161
82,2.650091136589611,0.10715685784816742,0.06659150123596191,0.10715685784816742,0.0,0.0,1.8214583333333334,0.5033841588000086,5.308514660147342,0.039563587354386656
83,-0.26392912542490443,0.16258656978607178,0.1450514793395996,0.16258656978607178,0.0,0.0,0.0,0.0,5.308514660147342,0.039563587354386656
84,1.3540868689068786,0.08931279182434082,0.08931279182434082,0.028556212782859802,0.5485090331146482,0.0,0.0,0.4902030359999571,5.643342896320365,0.39759859788385615
85,-0.2748502193879005,0.07371664047241211,0.07371664047241211,0.03363490104675293,0.0,0.0,0.0,0.0,5.643342896320365,0.39759859788385615
86,0.6832119017569078,0.04493355751037598,0.04493355751037598,0.023422017693519592,0.0,0.0,0.0,0.4725202984000134,5.460301608591047,0.8332260986071587
87,3.9659425785716245,0.030061006546020508,0.030061006546020508,0.023605674505233765,0.8346935502849806,0.0,2.260625,0.6685812715999874,5.946377905612843,1.2922802895343677
88,-0.28277229909639134,0.04505038261413574,0.04505038261413574,0.02744831144809723,0.0,0.0,0.0,0.0,5.946377905612843,1.2922802895343677
89,6.156533035676328,0.0619940459728241,0.057463645935058594,0.0619940459728241,4.685647650729592,0.0,0.0,1.2,7.037168354169663,1.7967901065930065
90,3.115147444724081,0.07424473762512207,0.07424473762512207,0.015892833471298218,1.8875043915353873,0.0,0.0,0.944436353600031,7.732925367913877,1.1581335448737549
91,-0.26953498406105697,0.06175875663757324,0.06175875663757324,0.014172494411468506,0.0,0.0,0.0,0.0,7.732925367913877,1.1581335448737549
92,1.5249829608217804,0.09507536888122559,0.09507536888122559,0.019444525241851807,0.0,0.0,0.0,1.2,6.836289275944087,0.3364020254349699
93,1.055102394990456,0.10609269142150879,0.10609269142150879,0.005963817238807678,0.0,0.0,0.0,0.7122473091999837,6.1694055921150595,0.5865267577291662
94,1.3530960531668015,0.12156009674072266,0.12156009674072266,0.043431296944618225,0.0,0.07498275772014867,0.0,1.0603308283999922,5.6930729788038725,1.5338433400560822
95,-0.3077869761845156,0.10315656661987305,0.10315656661987305,0.03752410411834717,0.0,0.0,0.0,0.0,5.6930729788038725,1.5338433400560822
96,-0.8785989788118759,0.11897087097167969,0.11897087097167969,0.03292076289653778,0.0,0.75,0.0,0.0,5.6930729788038725,1.5338433400560822
97,-0.28738437092047736,0.10749578475952148,0.10749578475952148,0.030959397554397583,0.0,0.0,0.0,0.0,5.6930729788038725,1.5338433400560822
98,-0.5534486712022482,0.08655190467834473,0.08655190467834473,0.03127939999103546,0.0,0.6219305013333576,0.0,0.07684169919998567,5.7455551559096225,1.5899705867566085
99,-0.9270074323045693,0.074920654296875,0.074920654296875,0.027020275592803955,0.0,0.75,0.0,0.0,5.7455551559096225,1.5899705867566085
100,-0.2688429455243348,0.0876474380493164,0.0876474380493164,0.03545209765434265,0.0,0.0,0.0,0.0,5.7455551559096225,1.5899705867566085
